title,url,partner,partner_url,course_type,description,category,image_url,duration_weeks,hours_per_week,level,rating,rating_count,enrolled_count,price,currency,start_date
Behavioural Science at Work: Applying Behavioural Insights to Boost Business Performance,https://www.futurelearn.com/courses/behavioural-science-at-work-applying-behavioural-insights-to-boost-business-performance,Durham University,https://www.futurelearn.com/partners/durham-university,Course,"Learn how to use behavioural science to improve performance, shape workplace behaviour, and drive innovation at all levels.",Psychology & Mental Health,,3,,,,,958,,,
Inclusive Education: Exploring SEND Practice and Strategies,https://www.futurelearn.com/courses/inclusive-education-exploring-send-practice-and-strategies,University of Leeds,https://www.futurelearn.com/partners/university-of-leeds,Course,Discover versatile SEND strategies to support diverse learners and foster inclusive classrooms with the University of Leeds.,Teaching,https://ugc.futurelearn.com/uploads/images/56/5d/565dc931-e351-4849-9652-6e67f4605fd1.jpg,4,,,4.82278,79,,0,GBP,2025-07-21
"Robert Burns: Poems, Songs and Legacy",https://www.futurelearn.com/courses/robert-burns,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,"Dig deeper into the life and works of Robert Burns, with this free University of Glasgow course.",History,https://ugc.futurelearn.com/uploads/images/02/2c/022c7d98-1ece-4eab-8baf-9a28d83ef6ab.jpg,3,,,4.78298,235,30858,39.0,GBP,2025-07-21
Invasive Fungal Diseases: What the Healthcare Professional Needs to Know,https://www.futurelearn.com/courses/invasive-fungal-diseases,BSAC,https://www.futurelearn.com/partners/british-society-for-antimicrobial-chemotherapy,Course,"Explore invasive fungal infections and gain the skills to diagnose, treat, and prevent them in your healthcare practice.",Healthcare & Medicine,,3,,Intermediate level,,,684,,,
AI for Strategic Advantage in Leadership,https://www.futurelearn.com/courses/ai-for-strategic-advantage-in-leadership,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,Lead the future with AI-powered strategies for business innovation and digital growth.,IT & Computer Science,,3,,Introductory level,,,924,,,
Short Bowel Syndrome: Managing Nutrition and Care in Paediatric Patients,https://www.futurelearn.com/courses/short-bowel-syndrome,The European Society for Paediatric Gastroenterology Hepatology and Nutrition (ESPGHAN),https://www.futurelearn.com/partners/espghan,Course,Learn how to optimise care and nutrition for children with Short Bowel Syndrome (SBS).,Healthcare & Medicine,,2,,Intermediate level,,,527,,,
Myths of the Mongol Empire,https://www.futurelearn.com/courses/myths-of-the-mongol-empire,National Tsing Hua University (NTHU),https://www.futurelearn.com/partners/nthu,Course,Dispel the myths surrounding the Mongol Empire and discover the secrets of Mongolia’s rich heritage with this expert-led course.,History,,3,,Introductory level,,,408,,,
Navigating the Blue Bioeconomy: Innovation and Entrepreneurship in Coastal Aquaculture,https://www.futurelearn.com/courses/navigating-the-blue-bioeconomy-innovation-and-entrepreneurship-in-coastal-aquaculture,SUBMARINER Network for Blue Growth,https://www.futurelearn.com/partners/submariner-network,Course,"Have you ever wondered how coastal aquaculture can drive innovation, create business opportunities, and open new careers?",Business & Management,,4,,,,,,,,
Boardroom Foundations: What Every Future Board Director Should Know,https://www.futurelearn.com/courses/boardroom-foundations-what-every-future-board-director-should-know,Institute of Directors,https://www.futurelearn.com/partners/institute-of-directors,Course,Discover what governance means and how to prepare for success in the boardroom.,Business & Management,,5,,Introductory level,,,983,,,
Randomised Trials and Their Role in Modern Healthcare,https://www.futurelearn.com/courses/randomised-trials-and-their-role-in-modern-healthcare,University of Galway,https://www.futurelearn.com/partners/university-of-galway,Course,Dive into the world of randomised trials and discover how they shape modern healthcare decisions.,Healthcare & Medicine,,5,,,,,,,,
"Challenge, creativity and empathy: Skills for primary language teaching",https://www.futurelearn.com/courses/challenge-creativity-and-empathy-skills-for-primary-language-teaching,University of Southampton,https://www.futurelearn.com/partners/university-of-southampton,Course,Transform your language teaching skills with an empathetic approach. Explore research-based activities to engage primary students.,Teaching,,3,,,,,642,,,
Interpreting Genomic Variation: Overcoming Challenges in Diverse Populations,https://www.futurelearn.com/courses/interpreting-genomic-variation-overcoming-challenges-in-diverse-populations,Wellcome Connecting Science,https://www.futurelearn.com/partners/wellcome-genome-campus,Course,Enhance diagnostics and research in diverse populations by unravelling the complexities of genomic variation in three weeks.,Healthcare & Medicine,,3,,,,,,,,
Connecting and Sharing Learning from Global Migration Research,https://www.futurelearn.com/courses/connecting-and-sharing-learning-from-global-migration-research,UCL (University College London),https://www.futurelearn.com/partners/ucl,Course,"Join a collaborative global network exploring migration, wellbeing, and impact through shared learning.",Politics & Society,,3,,Intermediate level,,,,,,
"Resilience, Sustainability & Digitalisation in Critical Infrastructure",https://www.futurelearn.com/courses/resilience-sustainability-and-digitalisation-in-critical-infrastructure,University of Birmingham,https://www.futurelearn.com/partners/university-of-birmingham,Course,"Gain the skills to design digitalised, resilient, and sustainable infrastructure for a climate-ready future.",Business & Management,,7,,Advanced level,,,,,,
Master Data Storytelling for B2B & B2C Success,https://www.futurelearn.com/courses/master-data-storytelling-for-b2b-and-b2c-success,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,Elevate your sales strategies by blending analytics with compelling storytelling techniques.,Business & Management,,2,,Intermediate level,,,,,,
How Blockchain Works: A Guide for Financial Decision-Makers,https://www.futurelearn.com/courses/how-blockchain-works-a-guide-for-financial-decision-makers,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Discover the finance-first side of blockchain and learn how this powerful tech is reshaping money, markets, and modern economies.",IT & Computer Science,,2,,Introductory level,,,,,,
Life Cycle Assessment (LCA): Interpretation and Evaluation (Part 2),https://www.futurelearn.com/courses/life-cycle-assessment-interpretation-and-evaluation,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,Learn to interpret and evaluate Life Cycle Assessments to drive sustainable decisions and practices across industries.,Business & Management,,5,,,,,,,,
Foundations of Corporate Credit Risk Analysis,https://www.futurelearn.com/courses/foundations-of-corporate-credit-risk-analysis,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Get ahead in finance with credit risk skills to spot financial red flags, make smarter decisions, and protect your business.",Business & Management,,2,,,,,,,,
Leading Change with GenAI: Strategies for Agile Transformation,https://www.futurelearn.com/courses/leading-change-with-genai-strategies-for-agile-transformation,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,Lead digital change with confidence and discover how to use GenAI to power agile transformation within your organisation.,Business & Management,,2,,Intermediate level,,,,,,
Pharmaceutical Products for Beginners,https://www.futurelearn.com/courses/pharmaceutical-products-for-beginners,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Learn the basics of dosage form design to enhance your understanding of medicines and support your healthcare career.,Healthcare & Medicine,,2,,Intermediate level,,,847,,,
Generative AI and ChatGPT for Product Strategy and Innovation,https://www.futurelearn.com/courses/generative-ai-and-chatgpt-for-product-strategy-and-innovation,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Bring your next big idea to life and to market with the help of GenAI tools that elevate strategy, innovation, and workflows.",IT & Computer Science,,2,,Intermediate level,,,577,,,
Imagining York: Discovering the Everyday,https://www.futurelearn.com/courses/imagining-york-discovering-the-everyday,University of York,https://www.futurelearn.com/partners/york,Course,Explore York to uncover how our everyday lives reflect deeper social forces and divisions.,Politics & Society,,3,,,,,448,,,
Cancer Survivorship for Primary Care Practitioners,https://www.futurelearn.com/courses/cancer-survivorship,The University of Melbourne,https://www.futurelearn.com/partners/melbourne,Course,Many people are now living with and beyond cancer. This course will show you how to provide effective survivorship care.,Healthcare & Medicine,,4,,Intermediate level,,,7344,,,
"Cancer and the Older Person: Improving Care, Outcomes and Experience",https://www.futurelearn.com/courses/geriatriconcology,The University of Melbourne,https://www.futurelearn.com/partners/melbourne,Course,Gain an introduction to modern strategies of geriatric oncology and support.,Healthcare & Medicine,,4,,,,,4756,,,
Strategising Enterprise AI: Building the Future of Business Intelligence,https://www.futurelearn.com/courses/how-to-build-an-enterprise-ai-strategy,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Unlock AI’s potential to drive business growth, boost innovation, and stay ahead in today’s fast-changing landscape.",IT & Computer Science,,2,,,,,,,,
Drug Use and Harm Reduction,https://www.futurelearn.com/courses/drug-use-harm-reduction,Médecins du Monde,https://www.futurelearn.com/partners/medecins-du-monde,Course,"Unpack the harm reduction approach, its connection to public health and human rights, and how it works at addressing drug use.",Healthcare & Medicine,,3,,,,,,,,
"Medical Image Registration with MATLAB: Techniques, Applications, and Clinical Implementation",https://www.futurelearn.com/courses/medical-image-registration-with-matlab,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,"Explore key techniques, tools, and clinical applications of medical image registration using real-world healthcare examples.",Healthcare & Medicine,,6,,Intermediate level,,,,,,
