title,url,partner,partner_url,course_type,description,category,image_url,duration_weeks,hours_per_week,level,rating,rating_count,enrolled_count,price,currency,start_date
Cultural Dialogues: An Intercultural Reading of The Analects and Tao Te Ching,https://www.futurelearn.com/courses/cultural-dialogues-an-intercultural-reading-of-chinese-classics-analects-and-tao-te-ching,Shanghai International Studies University (SISU),https://www.futurelearn.com/partners/shanghai-international-studies-university,Course,Delve into two of the most influential philosophical texts in human history to understand traditional and modern Chinese culture.,Language,,6,,,,,527,,,
The Clean Energy Transition: Developing a Social Licence for Hydrogen,https://www.futurelearn.com/courses/the-clean-energy-transition-developing-a-social-licence-for-hydrogen,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Master hydrogen project advocacy and community engagement with Deakin University.,"Science, Engineering & Maths",,2,,,,,,,,
"Social Innovation in South Korea, Part 2: Lessons from Korea’s Own Development",https://www.futurelearn.com/courses/social-innovation-in-korea-part-2,Hanyang University,https://www.futurelearn.com/partners/hanyang-university,Course,Learn about Korea’s development and social innovation efforts to tackle challenges and inspire change in your community.,Politics & Society,,6,,Intermediate level,,,,,,
"Français professionnel: Allez, au travail !",https://www.futurelearn.com/courses/francais-professionnel-allez-au-travail-,Grenoble Ecole de Management,https://www.futurelearn.com/partners/grenoble,Course,"Learn how to succeed in the French workplace through combination of linguistic, intercultural and professional skills.",Business & Management,,2,,,,,1245,,,
Bespoke Inventory Systems: Design & Build for Small Businesses,https://www.futurelearn.com/courses/bespoke-inventory-systems-design-and-build-for-small-businesses,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,Learn to manage inventory with bespoke systems and help small businesses thrive with this course from Aberystwyth University.,Business & Management,,4,,Introductory level,,,,,,
Antimicrobial Stewardship: Managing Antibiotic Resistance,https://www.futurelearn.com/courses/antimicrobial-stewardship-managing-antibiotic-resistance,BSAC,https://www.futurelearn.com/partners/british-society-for-antimicrobial-chemotherapy,Course,"Understand antibiotic resistance, and how antimicrobial stewardship can slow down or reduce it, with this online course.",Healthcare & Medicine,,6,,,,,853,,,
Optimización del uso de antimicrobianos: Gestión de la resistencia a los antimicrobianos,https://www.futurelearn.com/courses/antimicrobial-stewardship-spanish,BSAC,https://www.futurelearn.com/partners/british-society-for-antimicrobial-chemotherapy,Course,"Entender la resistencia a los antibióticos, y cómo la administración antimicrobiana puede ralentizar o reducirla, con este curso",Healthcare & Medicine,,6,,,,,,,,
Fundamentals of Finance for Non-Finance Backgrounds,https://www.futurelearn.com/courses/fundamentals-of-finance-for-non-finance-backgrounds,INCEIF,https://www.futurelearn.com/partners/inceif,Course,Scale up from beginner to financially savvy with essential business skills in financial reporting and statements with INCEIF.,Business & Management,,4,,Introductory level,,,498,,,
Getting Started with Sustainability and the Circular Economy,https://www.futurelearn.com/courses/getting-started-with-sustainability-and-the-circular-economy,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Master sustainability essentials and gain insights into strategies to impact your organisation and community positively.,Nature & Environment,,2,,,,,410,,,
"Navigating Energy History: Workers, Communities, Environmental Impact and Climate Change",https://www.futurelearn.com/courses/energy-history-in-the-era-of-climate-change-workers-communities-and-the-environment,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,Discover Britain's historical energy transitions and their impact on today's sustainable energy challenges.,Nature & Environment,,4,,Introductory level,,,,,,
Introduction to Digital Media,https://www.futurelearn.com/courses/introduction-to-digital-media,Communication University of China,https://www.futurelearn.com/partners/communication-university-of-china,Course,Stay at the cutting edge of today’s modern media world by exploring fundamental digital media processes and technologies.,IT & Computer Science,,6,,Introductory level,,,6681,,,
PRIDE at Home - Platinum Rainbow Guidance for Home Care,https://www.futurelearn.com/courses/pride-at-home-platinum-rainbow-guidance-for-home-carers,Dublin City University,https://www.futurelearn.com/partners/dcu,Course,Enhance your understanding of the distinct care needs of older LGBTI+ individuals and improve your care.,Healthcare & Medicine,,3,,,,,,,,
Cancer Fundamentals: Introduction to Basic and Clinical Oncology,https://www.futurelearn.com/courses/cancer-fundamentals-introduction-to-basic-and-clinical-oncology,University of Groningen,https://www.futurelearn.com/partners/university-of-groningen,Course,Explore oncology fundamentals crucial for future healthcare professionals and discover the essentials of cancer care.,Healthcare & Medicine,,3,,Intermediate level,,,943,,,
"Understanding, Designing and Administering Authentic Assessments in Education",https://www.futurelearn.com/courses/understanding-designing-and-administering-authentic-assessments-in-education,Queensland University of Technology (QUT),https://www.futurelearn.com/partners/queensland-university-of-technology,Course,"Support learning development with a comprehensive understanding of authentic assessments, their critical elements, and strategies.",Teaching,,4,,Intermediate level,,,639,,,
Paediatric Health Essentials: Understanding Common Childhood Illnesses,https://www.futurelearn.com/courses/pediatric-health-essentials-understanding-common-childhood-illnesses,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Gain crucial knowledge to safeguard children’s health as you learn about common childhood illnesses.,Healthcare & Medicine,,2,,,,,389,,,
Graduates into Work: North Yorkshire - ‘Finding Your Why’,https://www.futurelearn.com/courses/graduates-into-work-north-yorkshire-finding-your-why-,University of York,https://www.futurelearn.com/partners/york,Course,"Unlock your potential with the University of York's career course to help you ""Find your why.""",Study Skills,,2,,,,,,,,
GCSE English Language Attainment Series: Crime and Sentencing,https://www.futurelearn.com/courses/university-of-law-gcse-attainment-raising-series-crime-and-sentencing,The University of Law,https://www.futurelearn.com/partners/university-of-law,Course,Hone your students' language skills and help them achieve GCSE English Language attainment with this engaging teacher resource.,Law,,3,,Introductory level,,,458,,,
A Beginner’s Guide to Fashion Design,https://www.futurelearn.com/courses/beginners-guide-fashion-design,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Explore the basics of fashion design and examine fashion in context, fashion as a visual language, and textile and colour choice.",Creative Arts & Media,,3,,,,,3682,,,
Business Law and the Fashion Industry,https://www.futurelearn.com/courses/business-law-fashion-industry,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Build your knowledge of the business laws and requirements needed to start, run, and expand a fashion brand of any size.",Creative Arts & Media,,2,,,,,1449,,,
"Careers in Fashion: Styling, Curatorship, and the Ancillary Businesses",https://www.futurelearn.com/courses/careers-in-the-ancillary-businesses,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Explore the many careers on the outskirts of the fashion industry, from digital media to styling and teaching.",Creative Arts & Media,,4,,Introductory level,,,622,,,
Manufacture and Design Ethics in the Fashion Industry,https://www.futurelearn.com/courses/manufacture-design-ethics-fashion-industry,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Understand how ethics influence different manufacturing and design processes in fashion and how this affects the global industry.,Creative Arts & Media,,4,,,,,,,,
Sales and Advertising Ethics in the Fashion Industry,https://www.futurelearn.com/courses/sales-advertising-ethics-fashion-industry,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Delve into the advertising and sales practices in the fashion industry and learn how to navigate them ethically and legally.,Creative Arts & Media,,2,,,,,,,,
Fashion and the Global Supply Chain,https://www.futurelearn.com/courses/fashion-global-supply-chain,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Contextualise the global fashion industry and learn how to improve business processes across the fashion supply chain.,Creative Arts & Media,,4,,,,,624,,,
"Careers in Fashion: Retail Marketing, Merchandising, and Management",https://www.futurelearn.com/courses/careers-in-fashion-retailing,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Learn more about retail marketing, the roles in each area of fashion retail, and how to plan a career path for your dream job.",Creative Arts & Media,,3,,Introductory level,,,916,,,
Consumers and Ethical Considerations in the Fashion Industry,https://www.futurelearn.com/courses/consumers-ethical-considerations-fashion-industry,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Understand how ethics plays a role in consumer behaviour and how this affects decisions in the fashion industry.,Creative Arts & Media,,3,,,,,,,,
Introduction to Careers in Fashion Design,https://www.futurelearn.com/courses/introduction-careers-in-fashion-design,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Explore careers in the fashion industry and ensure you impress with a professional-standard portfolio of fashion design skills.,Creative Arts & Media,,3,,,,,542,,,
Introduction to Fashion Brand Marketing and Retailing,https://www.futurelearn.com/courses/introduction-fashion-brand-marketing-retailing,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Explore the world of marketing and distribution in fashion and build successful strategies for the wholesale and retail level.,Creative Arts & Media,,2,,Introductory level,,,1518,,,
Careers in Fashion: Trend Forecasting and Textile Design,https://www.futurelearn.com/courses/careers-in-forecasting-textiles-and-manufacturing,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Explore the different positions available in fashion forecasting, textile design, and sales, and how to start your fashion career.",Creative Arts & Media,,4,,Introductory level,,,465,,,
Business and Workplace Ethics in the Fashion Industry,https://www.futurelearn.com/courses/business-workplace-ethics-fashion-industry,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,Explore the importance of company values and corporate culture and how this affects employee productivity.,Creative Arts & Media,,4,,,,,,,,
Product Design and Manufacturing Processes in the Fashion Industry,https://www.futurelearn.com/courses/product-design-manufacturing-processes-fashion-industry,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Build your knowledge of the design, preproduction, and manufacturing processes within the fashion industry.",Creative Arts & Media,,3,,Introductory level,,,492,,,
"Careers in Fashion: Design, Development, and Promotion",https://www.futurelearn.com/courses/careers-in-fashion-design-product-development-and-fashion-promotion,Bloomsbury Publishing,https://www.futurelearn.com/partners/bloomsbury-academic,Course,"Explore the many career paths to become a merchandiser, a fashion event producer, or even a fashion designer.",Creative Arts & Media,,3,,Introductory level,,,500,,,
How to Boost Your Immunity in Three Weeks,https://www.futurelearn.com/courses/how-to-boost-your-immunity-in-three-weeks,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Discover the secrets to a long and resilient life with these immune system-enhancing insights from the Universiti of Malaya.,Healthcare & Medicine,,3,,,,,463,,,
How to Analyse Financial Statements: A Complete Guide,https://www.futurelearn.com/courses/how-to-analyse-finance-statements,Duke Corporate Education,https://www.futurelearn.com/partners/duke-corporate-education,Course,"Unpack complex, corporate financial statements and become a decision-making pro with Duke University.",Business & Management,,5,,Introductory level,,,477,,,
Academic Writing Mastery in Health Research for Non-English Speakers,https://www.futurelearn.com/courses/academic-writing-mastery-in-health-research-for-non-english-speakers,King's College London,https://www.futurelearn.com/partners/kings-college-london,Course,Bridge language barriers in health research with targeted writing expertise with Kings College London.,Study Skills,,4,,Introductory level,,,538,,,
Business Fundamentals: Managing People,https://www.futurelearn.com/courses/managing-people-and-promoting-business-fundamentals,Queensland University of Technology (QUT),https://www.futurelearn.com/partners/queensland-university-of-technology,Course,"Learn essential people management skills to lead, motivate, and develop your team in today's dynamic workplace.",Business & Management,,4,,Introductory level,,,627,,,
Business Fundamentals: Team Psychology,https://www.futurelearn.com/courses/business-fundamentals-team-psychology,Queensland University of Technology (QUT),https://www.futurelearn.com/partners/queensland-university-of-technology,Course,Lead high-performing teams and cultivate positive work cultures by exploring the backbone of business management: team psychology.,Business & Management,,4,,Introductory level,,,619,,,
Як ми розуміємо креативність,https://www.futurelearn.com/courses/what-we-mean-by-creativity,The LEGO Foundation,https://www.futurelearn.com/partners/lego-foundation,Course,"Цей курс стане в нагоді педагогам, які прагнуть зробити освітній процес креативним.",Teaching,,1,,,,,,,,
Business Fundamentals: Reflective Thinking,https://www.futurelearn.com/courses/business-fundamentals-reflective-and-resilient-thinking,Queensland University of Technology (QUT),https://www.futurelearn.com/partners/queensland-university-of-technology,Course,Grow your professional development through reflective practice with the Queensland University of Technology.,Business & Management,,4,,Introductory level,,,393,,,
Better Workplaces in Low and Middle Income Countries,https://www.futurelearn.com/courses/better-workplaces-in-low-and-middle-income-countries,University of Bergen,https://www.futurelearn.com/partners/bergen,Course,Gain crucial insights into creating healthier workplaces with this occupational health course from the University of Bergen.,Healthcare & Medicine,,6,,Advanced level,,,,,,
Interpreting Genomic Variation: Inherited Cancer Susceptibility,https://www.futurelearn.com/courses/interpreting-genomic-variation-inherited-cancer-susceptibility,"City St George's, University of London (formerly St George's)",https://www.futurelearn.com/partners/sgul,Course,Explore how robust variant interpretation is needed to support patients with increased risk of cancer.,Healthcare & Medicine,,2,,Intermediate level,,,2865,,,
Robert Frost: The American Voice,https://www.futurelearn.com/courses/robert-frost-the-american-voice,Ralston College,https://www.futurelearn.com/partners/ralston-college,Course,"Explore the life and works of poet Robert Frost to understand his impact on American literature, politics, and public life.",Literature,https://ugc.futurelearn.com/uploads/images/cb/aa/cbaae937-c7b1-443f-9fd3-7797383d6fe9.jpg,4,,,4.84211,57,,0,GBP,2024-10-28
Paediatric Gastroenterology: Management of Foreign Body Ingestion in Children,https://www.futurelearn.com/courses/paediatric-gastroenterology-management-of-foreign-body-ingestion-in-children,The European Society for Paediatric Gastroenterology Hepatology and Nutrition (ESPGHAN),https://www.futurelearn.com/partners/espghan,Course,"Gain life-saving skills from healthcare experts as you learn to identify, manage, and prevent paediatric foreign body ingestion.",Healthcare & Medicine,,3,,Intermediate level,,,1224,,,
The Significance of Whales to Aotearoa New Zealand,https://www.futurelearn.com/courses/the-significance-of-whales-to-aotearoa-newzealand,Museum of New Zealand Te Papa Tongarewa,https://www.futurelearn.com/partners/te-papa,Course,Take a deep dive into the whales of Aotearoa New Zealand to discover their spiritual and cultural significance.,Politics & Society,,5,,Introductory level,,,301,,,
Teacher RePlay and Children ReAct: Enhanced Learning Experiences Through Play,https://www.futurelearn.com/courses/teacher-replay-and-children-react,The LEGO Foundation,https://www.futurelearn.com/partners/lego-foundation,Course,Learn advanced tools to help enhance playful learning in your classroom with this online course from the LEGO Foundation.,Teaching,,3,,,,,,,,
Semiconductor Superpowers Shaping Geopolitical Dynamism,https://www.futurelearn.com/courses/the-role-of-semiconductor-innovation-in-shaping-geopolitical-dynamics,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,Discover the strategic significance of the semiconductor industry in shaping geopolitics and the future.,"Science, Engineering & Maths",,4,,Introductory level,,,,,,
Natural Products: Harnessing Nature’s Resources for a Better World,https://www.futurelearn.com/courses/natural-products-harnessing-nature-s-resources-for-a-better-world,Trinity College Dublin,https://www.futurelearn.com/partners/trinity-college-dublin,Course,"Discover the power of bioactive natural products, learn sustainable practices, and explore their role in the circular bio-economy.",Nature & Environment,,3,,Introductory level,,,389,,,
Come Rain or Shine: Understanding the Weather,https://www.futurelearn.com/courses/come-rain-or-shine,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,Explore the physical processes behind the weather with the University of Reading and the Royal Meteorological Society.,Nature & Environment,https://ugc.futurelearn.com/uploads/images/3b/b8/3bb8b490-4881-4ef4-975f-306d861c575a.jpg,5,,,4.7766,282,46177,59.0,GBP,2024-10-07
Affective Neuroscience for Healthcare Practitioners and Everyone,https://www.futurelearn.com/courses/affective-neuroscience-for-healthcare-practitioners-and-everyone,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,Explore the intricate world of the emotional brain and its impact on patient-provider relationships and behaviours.,Healthcare & Medicine,,3,,Intermediate level,,,617,,,
Practical Machine Learning for AI: Foundational Skills and Experiments,https://www.futurelearn.com/courses/practical-machine-learning-for-ai-foundational-skills-and-experiments,Cardiff University,https://www.futurelearn.com/partners/cardiff-university,Course,Discover machine learning principles and applications on this course for non-ML specialists.,IT & Computer Science,,2,,Intermediate level,,,1149,,,
Food Innovation: Fermenting the Future,https://www.futurelearn.com/courses/food-innovation-focus-on-fermenting-the-future,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,Ferment your curiosity in food tech innovation and explore the ways food production is evolving to meet global demands.,Nature & Environment,,4,,Introductory level,,,313,,,
The Imperial Forces on the Western Front: A Comprehensive Study,https://www.futurelearn.com/courses/the-imperial-western-front,The University of Kent,https://www.futurelearn.com/partners/the-university-of-kent,Course,Explore the involvement and impact of Imperial forces in key Western Front battles during the Great War.,History,,4,,Introductory level,,,530,,,
An Introduction to Playwriting,https://www.futurelearn.com/courses/an-introduction-to-playwriting,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,In this course you'll learn the key skills and principles involved in writing a play and generate ideas for your own work.,Creative Arts & Media,,4,,Introductory level,,,1438,,,
Strategic Financial Value Creation,https://www.futurelearn.com/courses/strategic-financial-value-creation,Duke Corporate Education,https://www.futurelearn.com/partners/duke-corporate-education,Course,Gain practical financial skills to analyse performance and drive organisational success that will bolster your career.,Business & Management,,5,,Introductory level,,,524,,,
The EU in Changing Times,https://www.futurelearn.com/courses/the-eu-in-changing-times,Dublin City University,https://www.futurelearn.com/partners/dcu,Course,Delve into the EU’s methods for managing crises and fostering recovery with this one-week course by Dublin City University.,Politics & Society,,1,,,,,488,,,
Korean Language Learning: Intermediate,https://www.futurelearn.com/courses/korean-language-learning-intermediate,Sungkyunkwan University (SKKU),https://www.futurelearn.com/partners/sungkyunkwan-university,Course,Advance your Korean language skills to the intermediate level in just six weeks.,Language,,6,,Intermediate level,,,,,,
Advanced Korean Conversations: Language and Culture I,https://www.futurelearn.com/courses/advanced-korean-conversations,Sungkyunkwan University (SKKU),https://www.futurelearn.com/partners/sungkyunkwan-university,Course,"Improve your advanced Korean skills with this immersive, entirely Korean-taught course from Sungkyunkwan University (SKKU).",Language,,5,,Advanced level,,,,,,
Machine Learning Basics,https://www.futurelearn.com/courses/machine-learning-basics,Sungkyunkwan University (SKKU),https://www.futurelearn.com/partners/sungkyunkwan-university,Course,Delve into the rapidly evolving world of computer science and artificial intelligence with fundamental machine learning concepts.,IT & Computer Science,,4,,Introductory level,,,665,,,
An Introduction to Energy Harvesting Technology,https://www.futurelearn.com/courses/an-introduction-to-energy-harvesting-technology,Sungkyunkwan University (SKKU),https://www.futurelearn.com/partners/sungkyunkwan-university,Course,Gain hands-on experience in harnessing wasted energy and converting it into useful power sources through innovative technologies.,"Science, Engineering & Maths",,4,,Introductory level,,,,,,
Starting Korean: Language and Culture for Beginners Ⅰ,https://www.futurelearn.com/courses/starting-korean-beginners,Sungkyunkwan University (SKKU),https://www.futurelearn.com/partners/sungkyunkwan-university,Course,Start your Korean language journey and learn essential expressions and cultural insights with Sungkyunkwan University (SKKU).,Language,,6,,Introductory level,,,600,,,
Football: More than a Game,https://www.futurelearn.com/courses/football,The University of Edinburgh,https://www.futurelearn.com/partners/the-university-of-edinburgh,Course,"Explore the role of football in the world today - including finances, clubs, nations and rivalries.",Politics & Society,https://ugc.futurelearn.com/uploads/images/cb/1c/cb1c86af-9f5d-41e6-a372-9c446b8751e9.jpg,6,,,4.64815,54,34428,59.0,GBP,2024-09-30
A Beginner’s Guide to Data Analytics,https://www.futurelearn.com/courses/a-beginners-guide-to-data-analytics,BoxPlay,https://www.futurelearn.com/partners/boxplay,Course,Discover how to transform data into amplified intelligence and implement technical solutions as a data-led innovator.,Business & Management,,3,,Introductory level,,,2302,,,
Applications of Calculus,https://www.futurelearn.com/courses/applications-of-calculus,BoxPlay,https://www.futurelearn.com/partners/boxplay,Course,Harness the transformative power of calculus and find out how complex equations relate to everyday life.,"Science, Engineering & Maths",,3,,Introductory level,,,950,,,
Stress-Free University Interviews: Confidence-Building Tips and Success Strategies,https://www.futurelearn.com/courses/uni-interviews,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,Ace your admissions interview on this online interview preparation course from the University of Reading.,Study Skills,,2,,,,,1037,,,
Diagnosing Rare Diseases: from the Clinic to Research and back,https://www.futurelearn.com/courses/rare-genetic-disease,Foundation for Rare Diseases,https://www.futurelearn.com/partners/french-foundation-rare-diseases,Course,"Discover the role of research, clinical investigation and data sharing in diagnosing rare diseases.",Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/4c/d6/4cd67805-f8b7-4699-8e76-a1fff53f8241.jpg,5,,Intermediate level,4.85185,54,7359,79.0,GBP,2024-09-30
General Paediatrics: Essentials for New Doctors,https://www.futurelearn.com/courses/general-paediatrics-essentials-for-new-doctors,"City St George's, University of London (formerly St George's)",https://www.futurelearn.com/partners/sgul,Course,Enhance your paediatric care proficiency and navigate your general paediatrics practice with confidence.,Healthcare & Medicine,,3,,Intermediate level,,,363,,,
Ethics and Personhood in Dementia Care,https://www.futurelearn.com/courses/ethics-and-personhood-in-dementia-care,McGraw Hill,https://www.futurelearn.com/partners/mcgraw-hill,Course,Explore practical person-centered approaches to dementia care to promote ethical decision-making and compassionate support.,Healthcare & Medicine,,8,,,,,636,,,
Future of Food: Building Sustainable Food Supply Systems,https://www.futurelearn.com/courses/future-of-food-building-sustainable-food-supply-systems,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,Unpack the economics of sustainability and explore its impacts on food supply chains with Aberystwyth University.,Business & Management,,4,,Introductory level,,,351,,,
Road to Recovery: Mastering Postoperative Care of the High-Risk Patient,https://www.futurelearn.com/courses/postoperative-care-of-the-high-risk-surgical-patient,UCL (University College London),https://www.futurelearn.com/partners/ucl,Course,Improve the patient experience and recovery with critical skills in postoperative care. Become a leader in your field with UCL.,Healthcare & Medicine,,8,,Advanced level,,,724,,,
Product Management in Government: Getting Started,https://www.futurelearn.com/courses/introduction-to-product-management,Government Digital and Data,https://www.futurelearn.com/partners/government-campus-uk,Course,Discover the fundamentals of product management and learn how to build products and services that meet user needs.,Business & Management,,3,,,,,1880,,,
Living in a Connected World: The Challenges and Opportunities of Global Citizenship,https://www.futurelearn.com/courses/global-citizen,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,"Want to make a difference in the world? Find out what global citizenship means, and how your actions can create positive change.",Politics & Society,,2,,,,,441,,,
Archéologie en danger : Utiliser la télédétection pour protéger le patrimoine culturel,https://www.futurelearn.com/courses/endangered-archaeology-remote-sensing-french,Durham University,https://www.futurelearn.com/partners/durham-university,Course,Découvrez comment utiliser l'imagerie satellitaire pour évaluer les sites archéologiques au Moyen-Orient et en Afrique du Nord.,History,,6,,,,,,,,
"Advanced Archaeological Remote Sensing: Site Prospection, Landscape Archaeology and Heritage Protection in the Middle East and North Africa",https://www.futurelearn.com/courses/advanced-archaeological-remote-sensing,Durham University,https://www.futurelearn.com/partners/durham-university,Course,Gain a deeper understanding of how satellite imagery can be used to identify and protect archaeological sites.,History,,6,,,,,,,,
Endangered Archaeology: Using Remote Sensing to Protect Cultural Heritage,https://www.futurelearn.com/courses/endangered-archaeology-remote-sensing,Durham University,https://www.futurelearn.com/partners/durham-university,Course,Discover how to use satellite imagery to identify and assess endangered archaeological sites in the Middle East and North Africa.,History,https://ugc.futurelearn.com/uploads/images/2b/47/2b47e499-6194-49bf-ba2d-e13a79c29da4.jpg,6,,,4.8,70,,0,GBP,2024-09-16
A Digital Edge: Essentials for the Online Learner,https://www.futurelearn.com/courses/a-digital-edge-essentials-for-the-online-learner,Dublin City University,https://www.futurelearn.com/partners/dcu,Course,"Thrive at university and build the skills you need to get the most out of online, digital and hybrid university learning.",Study Skills,https://ugc.futurelearn.com/uploads/images/fc/75/fc7536d0-aac4-4c4d-a596-4f17dceb33ad.jpg,4,,,4.58333,180,13454,79.0,GBP,2024-09-02
Teacher Training: Choosing the Right PGCE for You,https://www.futurelearn.com/courses/teacher-training-pgce,Coventry University,https://www.futurelearn.com/partners/coventry,Course,Find the right path into teaching for you and get the chance to build the confidence and skills you need for working in teaching.,Teaching,https://ugc.futurelearn.com/uploads/images/c2/12/c212de70-e3e2-413e-880f-f2458e9ccaa6.jpg,2,,Introductory level,4.58333,84,9771,39.0,GBP,2024-09-02
Exploring Teaching and Assessment for Higher Education,https://www.futurelearn.com/courses/exploring-teaching-assessments-higher-education,Coventry University,https://www.futurelearn.com/partners/coventry,Course,Discover new approaches to teaching and assessing students and understand how to effectively support their learning.,Teaching,,2,,Intermediate level,,,3903,,,
Next Generation Sequencing Technologies: Principles and Applications,https://www.futurelearn.com/courses/next-generation-sequencing-technologies,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Learn to select the appropriate experimental design and data analyses for next generation sequencing projects.,"Science, Engineering & Maths",,2,,Introductory level,,,663,,,
Hydrogen Engineering: PEM fuel cells and BoP,https://www.futurelearn.com/courses/exploring-hydrogen-fuel-cell-systems-and-balance-of-plant,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Power a net zero future with expert insights and applications to hydrogen fuel cell systems and sustainable energy solutions.,"Science, Engineering & Maths",,3,,,,,,,,
Le sport au service du développement durable : Élaborer des politiques et des programmes efficaces,https://www.futurelearn.com/courses/sport-for-sustainable-development-french,The International Platform on Sport and Development,https://www.futurelearn.com/partners/sportanddev,Course,Explorez les moyens par lesquels le sport peut contribuer activement aux Objectifs de Développement Durable,Nature & Environment,,8,,,,,,,,
Sport for Sustainable Development: Designing Effective Policies and Programmes,https://www.futurelearn.com/courses/sport-for-sustainable-development,The International Platform on Sport and Development,https://www.futurelearn.com/partners/sportanddev,Course,Explore the ways in which sport can actively contribute to the Sustainable Development Goals and other objectives.,Nature & Environment,https://ugc.futurelearn.com/uploads/images/bf/94/bf942b7e-11ed-46f2-9c3b-eec211aeefa4.jpg,8,,,4.87619,105,,0,GBP,2024-08-12
Deep Learning for Bioscientists,https://www.futurelearn.com/courses/deep-learning-for-bioscientists,The University of Nottingham,https://www.futurelearn.com/partners/the-university-of-nottingham,Course,"Learn how to harness the power of deep learning, a cutting-edge technology that can help enhance your bioscience research.",IT & Computer Science,,5,,Advanced level,,,411,,,
Deporte para el Desarrollo Sostenible: Diseño de Políticas y Programas Efectivos,https://www.futurelearn.com/courses/sport-for-sustainable-development-spanish,The International Platform on Sport and Development,https://www.futurelearn.com/partners/sportanddev,Course,Explorar las maneras por medio del cual el deporte puede contribuir de forma activa a los Objetivos del Desarrollo Sostenible,Nature & Environment,,8,,,,,,,,
الرياضة من أجل التنمية المستدامة: بناء سياسات وبرامج فعالة,https://www.futurelearn.com/courses/sport-for-sustainable-development-arabic,The International Platform on Sport and Development,https://www.futurelearn.com/partners/sportanddev,Course,إمكانيات وإسهامات الرياضة في تحقيق أهداف التنمية المستدامة وغيرها من الغايات,Nature & Environment,,8,,,,,,,,
Interview Skills for University Nursing Programme Applicants,https://www.futurelearn.com/courses/interview-skills-for-university-nursing-programme-applicants,UEA (University of East Anglia),https://www.futurelearn.com/partners/university-of-east-anglia,Course,Develop a toolkit of skills and techniques to ace your interview for Nursing degrees and programmes.,Healthcare & Medicine,,2,,Introductory level,,,1034,,,
Experimental Design for Machine Learning,https://www.futurelearn.com/courses/experimental-design-for-machine-learning,The University of Nottingham,https://www.futurelearn.com/partners/the-university-of-nottingham,Course,"Explore experimental design for machine learning in plant phenotyping, enhancing data collection and analysis.",IT & Computer Science,,5,,Advanced level,,,320,,,
"Livestock Science 101: Exploring Animal Health, Welfare, & Nutrition",https://www.futurelearn.com/courses/livestock-science-101,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,Learn the ropes of livestock science to enhance sustainable farming practices.,Nature & Environment,,4,,Introductory level,,,558,,,
Prepare For Your Science Degree,https://www.futurelearn.com/courses/prepare-for-your-science-degree,The University of Nottingham,https://www.futurelearn.com/partners/the-university-of-nottingham,Course,Gain academic skills and insights into university life to help you successfully transition to studying science at degree level.,Study Skills,,3,,,,,917,,,
Design and Create Custom Dashboards in Excel,https://www.futurelearn.com/courses/excel-advanced-data-visualization-and-dashboard-creation-sc,The Excel Club,https://www.futurelearn.com/partners/the-excel-club,Course,Enhance your Excel charting skills and discover the tools and skills to create advanced and automated dashboards.,IT & Computer Science,,6,,,,,458,,,
